"","country","points","price"
"42871","Argentina",86,15
"42872","Argentina",86,15
"42873","US",86,35
"42874","US",86,10
"42875","Italy",86,8
"42876","Italy",86,17
"42877","US",86,35
"42878","US",86,18
"42879","Italy",86,17
"42880","Italy",86,17
"42881","US",86,25
"42882","US",86,30
"42883","US",86,30
"42884","US",86,15
"42885","US",86,17
"42886","US",86,32
"42887","Italy",86,NA
"42888","US",86,30
"42889","Italy",86,12
"42890","Argentina",86,17
"42891","France",86,12
"42892","US",86,55
"42893","South Africa",86,17
"42894","France",86,13
"42895","Portugal",86,13
"42896","Argentina",86,15
"42897","Argentina",86,13
"42898","US",86,36
"42899","South Africa",86,15
"42900","Portugal",86,9
"42901","US",93,30
"42902","US",93,36
"42903","US",93,65
"42904","US",93,59
"42905","US",93,100
"42906","US",93,125
"42907","US",93,38
"42908","US",93,150
"42909","US",93,28
"42910","US",93,25
"42911","US",93,24
"42912","US",93,45
"42913","US",93,90
"42914","US",93,20
"42915","US",93,30
"42916","US",93,78
"42917","US",93,75
"42918","US",93,46
"42919","US",93,32
"42920","US",93,70
"42921","Chile",93,80
"42922","US",93,38
"42923","New Zealand",93,79
"42924","US",93,70
"42925","US",93,50
"42926","US",93,42
"42927","US",93,75
"42928","US",93,50
"42929","US",93,35
"42930","US",93,75
"42931","US",87,29
"42932","Australia",87,13
"42933","Australia",87,12
"42934","Italy",87,44
"42935","Italy",87,35
"42936","Australia",87,13
"42937","US",87,25
"42938","France",87,21
"42939","Italy",87,15
"42940","Portugal",87,12
"42941","Italy",87,20
"42942","US",87,14
"42943","France",87,19
"42944","France",87,22
"42945","Australia",87,17
"42946","France",87,16
"42947","US",87,38
"42948","US",87,22
"42949","Italy",87,23
"42950","Chile",87,11
"42951","Spain",87,14
"42952","Spain",87,16
"42953","US",87,38
"42954","Chile",87,15
"42955","Italy",87,NA
"42956","Chile",87,17
"42957","US",87,48
"42958","Italy",87,23
"42959","Chile",87,20
"42960","US",87,18
"42961","Italy",89,30
"42962","Portugal",89,NA
"42963","Austria",89,13
"42964","Austria",89,16
"42965","US",89,30
"42966","US",89,52
"42967","Portugal",89,NA
"42968","Chile",89,50
"42969","US",89,27
"42970","Austria",89,25
"42971","Austria",89,NA
"42972","France",89,26
"42973","Austria",89,24
"42974","US",89,14
"42975","Austria",89,19
"42976","US",89,35
"42977","France",89,17
"42978","US",89,50
"42979","Germany",88,20
"42980","Portugal",88,11
"42981","US",88,13
"42982","Chile",88,20
"42983","US",88,30
"42984","US",88,24
"42985","US",88,30
"42986","Spain",88,17
"42987","Austria",88,10
"42988","Italy",88,25
"42989","Spain",88,14
"42990","US",88,40
"42991","Italy",92,40
"42992","Portugal",92,11
"42993","US",92,30
"42994","Italy",92,NA
"42995","Italy",92,NA
"42996","Italy",92,70
"42997","US",92,35
"42998","Italy",92,52
"42999","US",92,65
"43000","New Zealand",92,25
"43001","Spain",92,70
"43002","US",92,110
"43003","Italy",92,NA
"43004","US",92,30
"43005","Italy",92,40
"43006","US",92,50
"43007","Italy",92,33
"43008","Italy",92,NA
"43009","US",92,52
"43010","US",92,58
"43011","Italy",92,35
"43012","US",92,60
"43013","US",92,80
"43014","Italy",92,41
"43015","US",92,30
"43016","Italy",91,NA
"43017","France",91,35
"43018","France",91,25
"43019","Spain",91,55
"43020","Portugal",91,12
"43021","US",89,35
"43022","Chile",89,13
"43023","US",89,52
"43024","Israel",89,48
"43025","US",89,38
"43026","Italy",89,67
"43027","US",89,15
"43028","Italy",89,62
"43029","Israel",89,23
"43030","France",89,NA
"43031","France",89,NA
"43032","Italy",89,NA
"43033","Italy",89,50
"43034","Italy",89,24
"43035","Italy",89,23
"43036","Italy",89,45
"43037","Italy",89,86
"43038","Portugal",89,NA
"43039","New Zealand",89,20
"43040","US",89,20
"43041","US",89,15
"43042","Spain",89,NA
"43043","New Zealand",89,20
"43044","Spain",89,29
"43045","Portugal",89,28
"43046","Italy",89,16
"43047","Italy",89,32
"43048","US",89,12
"43049","US",89,29
"43050","US",89,100
"43051","Italy",86,NA
"43052","France",86,NA
"43053","Italy",86,NA
"43054","France",86,NA
"43055","Australia",86,12
"43056","Australia",86,17
"43057","US",86,48
"43058","Italy",86,13
"43059","Germany",86,19
"43060","France",86,21
"43061","France",86,35
"43062","US",86,20
"43063","Australia",86,12
"43064","US",86,40
"43065","Australia",86,19
"43066","US",86,50
"43067","US",86,30
"43068","New Zealand",86,21
"43069","US",86,19
"43070","US",86,20
"43071","Australia",86,15
"43072","Australia",86,12
"43073","Italy",86,13
"43074","Germany",86,23
"43075","Germany",86,22
"43076","Germany",86,36
"43077","US",86,25
"43078","Italy",86,19
"43079","Italy",86,19
"43080","Italy",86,20
"43081","US",96,78
"43082","Austria",95,71
"43083","US",95,90
"43084","US",95,75
"43085","US",95,100
"43086","US",95,100
"43087","US",95,62
"43088","Austria",95,NA
"43089","US",95,85
"43090","US",95,175
"43091","US",95,80
"43092","France",95,25
"43093","US",95,90
"43094","US",95,60
"43095","US",95,58
"43096","US",94,80
"43097","France",94,24
"43098","US",94,65
"43099","France",94,130
"43100","US",94,75
"43101","US",94,82
"43102","US",94,145
"43103","US",94,55
"43104","US",94,65
"43105","Italy",94,70
"43106","US",94,40
"43107","Austria",94,NA
"43108","France",94,25
"43109","US",94,100
"43110","US",94,58
"43111","France",88,NA
"43112","South Africa",88,15
"43113","US",88,22
"43114","Australia",88,17
"43115","US",88,15
"43116","US",88,15
"43117","US",88,40
"43118","Australia",88,16
"43119","Argentina",88,16
"43120","US",88,20
"43121","Austria",88,NA
"43122","France",88,NA
"43123","France",88,NA
"43124","France",88,NA
"43125","France",88,NA
"43126","France",88,NA
"43127","Argentina",88,112
"43128","US",88,28
"43129","Australia",88,16
"43130","Austria",88,33
"43131","US",88,33
"43132","US",88,50
"43133","US",88,11
"43134","France",88,NA
"43135","Austria",88,29
"43136","US",88,50
"43137","Chile",88,15
"43138","Austria",88,22
"43139","US",88,24
"43140","France",88,NA
"43141","France",91,30
"43142","US",91,85
"43143","US",91,52
"43144","France",91,NA
"43145","France",91,46
"43146","US",91,27
"43147","Italy",91,90
"43148","US",91,60
"43149","US",91,35
"43150","US",91,40
"43151","Italy",91,55
"43152","US",91,35
"43153","US",91,28
"43154","US",91,70
"43155","US",91,24
"43156","US",91,51
"43157","Chile",91,19
"43158","US",91,78
"43159","US",91,45
"43160","US",91,24
"43161","US",91,23
"43162","US",91,60
"43163","US",91,25
"43164","US",91,38
"43165","US",91,35
"43166","US",91,28
"43167","US",91,33
"43168","US",91,40
"43169","France",91,65
"43170","US",91,65
"43171","US",86,16
"43172","Italy",86,10
"43173","US",86,40
"43174","South Africa",86,12
"43175","US",86,40
"43176","US",86,17
"43177","Italy",86,17
"43178","Italy",86,NA
"43179","Argentina",86,11
"43180","US",86,35
"43181","US",86,25
"43182","US",86,24
"43183","US",86,8
"43184","Argentina",86,12
"43185","Argentina",86,20
"43186","Argentina",86,20
"43187","US",86,15
"43188","US",86,24
"43189","South Africa",86,12
"43190","US",86,15
"43191","France",86,18
"43192","Portugal",86,14
"43193","Argentina",86,11
"43194","Italy",86,NA
"43195","Argentina",86,35
"43196","Italy",86,NA
"43197","South Africa",86,19
"43198","Portugal",86,10
"43199","France",86,10
"43200","Portugal",86,19
"43201","France",88,16
"43202","US",88,18
"43203","US",88,25
"43204","Italy",88,40
"43205","US",88,24
"43206","US",88,17
"43207","US",88,32
"43208","Austria",88,NA
"43209","US",88,18
"43210","US",88,60
"43211","Italy",88,35
"43212","France",88,26
"43213","France",88,30
"43214","Chile",88,12
"43215","Italy",88,40
"43216","Austria",88,25
"43217","Austria",88,13
"43218","Portugal",88,14
"43219","Portugal",88,NA
"43220","Portugal",88,17
"43221","Portugal",88,19
"43222","Portugal",88,NA
"43223","Portugal",88,NA
"43224","Portugal",88,12
"43225","Germany",88,35
"43226","Germany",88,20
"43227","US",88,39
"43228","US",88,34
"43229","Germany",88,16
"43230","Chile",88,26
"43231","Spain",87,24
"43232","US",87,50
"43233","Chile",87,12
"43234","US",87,20
"43235","US",87,36
"43236","US",87,36
"43237","Spain",87,10
"43238","France",87,12
"43239","Italy",87,NA
"43240","Italy",87,42
"43241","France",87,65
"43242","France",87,12
"43243","France",87,16
"43244","France",87,22
"43245","US",87,16
"43246","Italy",87,18
"43247","US",87,24
"43248","Italy",87,14
"43249","US",87,35
"43250","Chile",87,12
"43251","US",87,25
"43252","US",87,8
"43253","US",87,20
"43254","Portugal",87,10
"43255","Portugal",87,17
"43256","Australia",87,20
"43257","US",87,22
"43258","US",87,29
"43259","US",87,20
"43260","France",86,16
"43261","US",92,35
"43262","France",92,NA
"43263","South Africa",92,79
"43264","US",92,44
"43265","Italy",92,NA
"43266","US",92,40
"43267","US",92,32
"43268","US",92,85
"43269","US",92,40
"43270","US",92,20
"43271","US",92,25
"43272","US",92,28
"43273","US",92,33
"43274","Australia",92,19
"43275","France",92,90
"43276","US",92,34
"43277","US",92,50
"43278","US",92,60
"43279","US",92,25
"43280","US",92,39
"43281","US",92,24
"43282","US",92,55
"43283","US",92,34
"43284","France",92,18
"43285","US",92,39
"43286","US",92,42
"43287","US",92,36
"43288","Australia",92,50
"43289","US",92,75
"43290","US",92,22
"43291","US",91,75
"43292","US",91,30
"43293","US",91,70
"43294","France",91,80
"43295","France",91,55
"43296","US",91,70
"43297","US",91,19
"43298","Italy",91,65
"43299","Spain",91,39
"43300","Italy",91,45
"43301","France",91,NA
"43302","Italy",91,NA
"43303","US",91,15
"43304","Portugal",91,41
"43305","Italy",91,25
"43306","New Zealand",91,15
"43307","France",91,33
"43308","France",91,23
"43309","Italy",91,NA
"43310","US",91,16
"43311","Italy",91,39
"43312","Italy",91,NA
"43313","US",91,35
"43314","US",91,60
"43315","Italy",91,NA
"43316","Italy",91,NA
"43317","Spain",91,50
"43318","Portugal",91,NA
"43319","US",91,75
"43320","Italy",91,16
"43321","Portugal",89,NA
"43322","Portugal",89,NA
"43323","US",89,75
"43324","Italy",89,55
"43325","France",89,NA
"43326","Italy",89,23
"43327","Italy",89,32
"43328","France",89,NA
"43329","Israel",89,60
"43330","Italy",89,34
"43331","US",89,33
"43332","US",89,15
"43333","US",89,35
"43334","US",89,34
"43335","France",89,45
"43336","Spain",89,15
"43337","US",89,50
"43338","Chile",89,22
"43339","France",89,NA
"43340","Italy",89,44
"43341","Italy",89,22
"43342","Portugal",89,NA
"43343","Portugal",89,20
"43344","Italy",89,45
"43345","US",89,85
"43346","US",89,49
"43347","Italy",89,NA
"43348","Chile",89,26
"43349","Italy",89,28
"43350","US",89,40
"43351","New Zealand",86,15
"43352","US",86,25
"43353","Italy",86,NA
"43354","France",86,21
"43355","Australia",86,11
"43356","France",86,21
"43357","Spain",86,16
"43358","Germany",86,NA
"43359","US",86,25
"43360","New Zealand",86,30
"43361","US",86,29
"43362","France",86,NA
"43363","Italy",86,16
"43364","US",86,24
"43365","Italy",86,19
"43366","Germany",86,16
"43367","New Zealand",86,19
"43368","New Zealand",86,22
"43369","Italy",86,23
"43370","Spain",86,10
"43371","Spain",86,10
"43372","Spain",86,17
"43373","US",86,21
"43374","US",86,34
"43375","US",86,24
"43376","France",86,20
"43377","US",86,32
"43378","Australia",86,24
"43379","US",86,19
"43380","US",86,70
"43381","US",94,39
"43382","US",94,87
"43383","US",94,75
"43384","France",94,128
"43385","US",94,50
"43386","US",94,45
"43387","France",94,NA
"43388","US",94,145
"43389","US",94,60
"43390","France",94,55
"43391","France",94,60
"43392","US",94,60
"43393","US",94,100
"43394","France",93,54
"43395","Italy",93,85
"43396","US",93,30
"43397","France",93,140
"43398","Austria",93,NA
"43399","US",93,80
"43400","US",93,38
"43401","US",93,82
"43402","US",93,57
"43403","Austria",93,37
"43404","Austria",93,71
"43405","Chile",93,92
"43406","US",93,65
"43407","US",93,100
"43408","US",93,75
"43409","US",93,50
"43410","US",93,75
"43411","France",88,NA
"43412","US",88,25
"43413","France",88,NA
"43414","France",88,NA
"43415","US",88,34
"43416","US",88,11
"43417","US",88,8
"43418","Chile",88,10
"43419","US",88,24
"43420","US",88,18
"43421","US",88,15
"43422","Australia",88,13
"43423","US",88,40
"43424","Italy",87,16
"43425","Chile",87,12
"43426","France",87,NA
"43427","Argentina",87,17
"43428","US",87,11
"43429","South Africa",87,45
"43430","Italy",87,NA
"43431","US",87,75
"43432","Argentina",87,12
"43433","US",87,95
"43434","US",87,25
"43435","US",87,15
"43436","Italy",87,26
"43437","Italy",87,14
"43438","Argentina",87,19
"43439","France",87,NA
"43440","US",87,9
"43441","US",91,14
"43442","US",91,26
"43443","US",91,21
"43444","France",91,65
"43445","US",91,65
"43446","US",91,48
"43447","US",91,52
"43448","US",91,55
"43449","France",91,32
"43450","US",91,34
"43451","US",91,36
"43452","US",91,28
"43453","US",91,92
"43454","US",91,21
"43455","US",91,18
"43456","US",91,44
"43457","France",91,25
"43458","Italy",91,72
"43459","France",91,15
"43460","US",91,21
"43461","US",91,38
"43462","US",91,40
"43463","US",91,35
"43464","US",91,50
"43465","US",91,38
"43466","US",91,18
"43467","US",91,24
"43468","Italy",91,100
"43469","US",91,37
"43470","US",91,80
"43471","Italy",86,NA
"43472","Italy",86,17
"43473","Portugal",86,8
"43474","Portugal",86,9
"43475","US",86,14
"43476","US",86,36
"43477","US",86,18
"43478","Italy",86,NA
"43479","US",86,33
"43480","US",86,45
"43481","Italy",86,NA
"43482","Argentina",86,13
"43483","South Africa",86,70
"43484","Argentina",86,14
"43485","Portugal",86,NA
"43486","US",86,15
"43487","Argentina",86,12
"43488","US",86,20
"43489","US",86,18
"43490","France",86,18
"43491","Italy",86,NA
"43492","France",86,20
"43493","France",86,10
"43494","Italy",86,NA
"43495","Argentina",86,17
"43496","Portugal",86,13
"43497","Italy",86,15
"43498","South Africa",86,15
"43499","Argentina",86,14
"43500","Argentina",86,10
"43501","Australia",86,13
"43502","Chile",86,12
"43503","Portugal",86,9
"43504","France",86,11
"43505","France",86,20
"43506","France",86,12
"43507","US",86,22
"43508","France",86,15
"43509","Italy",86,35
"43510","US",86,30
"43511","Australia",86,9
"43512","Chile",86,13
"43513","Chile",86,14
"43514","US",86,52
"43515","US",86,20
"43516","France",86,20
"43517","US",86,13
"43518","France",86,22
"43519","Italy",86,NA
"43520","Spain",86,14
"43521","Chile",86,12
"43522","Italy",86,30
"43523","Chile",86,9
"43524","Chile",86,11
"43525","Chile",86,14
"43526","US",86,33
"43527","Portugal",86,20
"43528","Chile",86,10
"43529","France",86,12
"43530","Italy",86,NA
"43531","France",91,15
"43532","Italy",91,22
"43533","Italy",91,NA
"43534","Italy",91,35
"43535","Portugal",91,13
"43536","France",91,20
"43537","Spain",91,60
"43538","Portugal",91,47
"43539","Portugal",91,66
"43540","US",91,48
"43541","Portugal",91,10
"43542","Italy",91,NA
"43543","Portugal",91,14
"43544","Italy",91,32
"43545","Italy",91,NA
"43546","Italy",91,45
"43547","US",91,18
"43548","Italy",91,120
"43549","Italy",91,NA
"43550","US",91,20
"43551","Italy",91,NA
"43552","US",91,15
"43553","US",91,40
"43554","Italy",91,40
"43555","New Zealand",91,40
"43556","Italy",91,40
"43557","US",91,50
"43558","US",91,60
"43559","US",91,19
"43560","Portugal",91,13
"43561","US",92,44
"43562","Chile",92,80
"43563","US",92,50
"43564","France",92,85
"43565","France",92,30
"43566","Italy",92,59
"43567","France",92,22
"43568","US",92,35
"43569","US",92,20
"43570","US",92,36
"43571","US",92,25
"43572","US",92,46
"43573","US",92,40
"43574","US",92,25
"43575","Italy",92,NA
"43576","US",92,25
"43577","US",92,45
"43578","US",92,42
"43579","US",92,54
"43580","US",92,35
"43581","US",92,45
"43582","US",92,65
"43583","France",91,NA
"43584","France",91,NA
"43585","Italy",91,NA
"43586","Australia",91,27
"43587","US",91,39
"43588","US",91,35
"43589","Italy",91,NA
"43590","US",91,18
"43591","Spain",88,20
"43592","Chile",88,80
"43593","US",88,40
"43594","Italy",88,29
"43595","US",88,40
"43596","US",88,18
"43597","Austria",88,19
"43598","Austria",88,25
"43599","US",88,36
"43600","US",88,14
"43601","US",88,21
"43602","Austria",88,20
"43603","Italy",88,22
"43604","Italy",88,25
"43605","Chile",88,22
"43606","US",88,19
"43607","Portugal",88,NA
"43608","Portugal",88,NA
"43609","Italy",88,30
"43610","Italy",88,30
"43611","Chile",88,30
"43612","Italy",88,27
"43613","Italy",88,40
"43614","Portugal",88,NA
"43615","Chile",88,17
"43616","US",88,20
"43617","France",88,14
"43618","US",88,29
"43619","Chile",88,23
"43620","Chile",88,18
"43621","US",86,25
"43622","Australia",86,20
"43623","France",86,NA
"43624","Germany",86,12
"43625","Germany",86,20
"43626","Spain",86,12
"43627","New Zealand",86,19
"43628","US",86,38
"43629","US",86,48
"43630","Spain",86,26
"43631","US",86,32
"43632","Spain",86,39
"43633","Germany",86,24
"43634","New Zealand",86,32
"43635","US",86,17
"43636","Australia",86,17
"43637","Germany",86,15
"43638","US",86,24
"43639","Italy",86,NA
"43640","France",86,39
"43641","France",86,24
"43642","US",86,28
"43643","Uruguay",86,NA
"43644","US",86,34
"43645","US",86,14
"43646","US",86,39
"43647","France",86,NA
"43648","France",86,NA
"43649","Spain",86,15
"43650","Spain",86,12
"43651","Portugal",89,26
"43652","US",89,24
"43653","France",89,NA
"43654","France",89,NA
"43655","France",89,NA
"43656","France",89,NA
"43657","France",89,30
"43658","France",89,NA
"43659","New Zealand",89,50
"43660","Portugal",89,58
"43661","US",89,32
"43662","US",89,16
"43663","US",89,60
"43664","Italy",89,30
"43665","US",89,55
"43666","Portugal",89,NA
"43667","Italy",89,60
"43668","New Zealand",89,25
"43669","Portugal",89,NA
"43670","Israel",89,50
"43671","Italy",89,NA
"43672","France",89,NA
"43673","US",89,14
"43674","Spain",89,19
"43675","New Zealand",89,50
"43676","France",89,NA
"43677","Italy",89,NA
"43678","US",89,20
"43679","Italy",89,NA
"43680","New Zealand",89,20
"43681","France",93,45
"43682","US",93,35
"43683","US",93,67
"43684","US",93,75
"43685","France",93,130
"43686","France",93,NA
"43687","US",93,75
"43688","US",93,60
"43689","US",93,100
"43690","US",93,85
"43691","US",93,58
"43692","France",93,130
"43693","France",93,12
"43694","Italy",93,55
"43695","US",93,65
"43696","US",93,45
"43697","France",93,NA
"43698","US",93,48
"43699","US",93,72
"43700","Austria",93,NA
"43701","France",93,140
"43702","US",93,80
"43703","France",93,NA
"43704","France",93,55
"43705","US",93,52
"43706","Italy",93,35
"43707","US",93,40
"43708","US",93,75
"43709","Italy",92,35
"43710","US",92,69
"43711","Italy",87,17
"43712","Italy",87,21
"43713","Italy",87,26
"43714","South Africa",87,14
"43715","Austria",87,30
"43716","US",87,40
"43717","US",87,18
"43718","South Africa",87,26
"43719","Australia",87,20
"43720","US",87,15
"43721","US",87,20
"43722","US",87,15
"43723","Italy",87,40
"43724","Austria",87,15
"43725","US",87,140
"43726","US",87,25
"43727","Argentina",87,19
"43728","Argentina",87,23
"43729","France",87,NA
"43730","France",87,NA
"43731","France",87,NA
"43732","France",87,NA
"43733","US",87,22
"43734","US",87,40
"43735","Italy",87,NA
"43736","US",87,35
"43737","US",87,15
"43738","Australia",87,16
"43739","US",87,19
"43740","US",87,35
"43741","Hungary",91,25
"43742","France",91,90
"43743","Chile",91,80
"43744","US",91,20
"43745","Italy",90,30
"43746","France",90,45
"43747","New Zealand",90,25
"43748","France",90,25
"43749","New Zealand",90,34
"43750","Hungary",90,15
"43751","France",90,85
"43752","US",90,64
"43753","US",90,36
"43754","US",90,26
"43755","US",90,30
"43756","Italy",90,69
"43757","US",90,38
"43758","Italy",90,45
"43759","US",90,35
"43760","France",90,NA
"43761","France",90,30
"43762","France",90,50
"43763","US",90,28
"43764","US",90,28
"43765","France",90,25
"43766","US",90,49
"43767","US",90,35
"43768","US",90,20
"43769","France",90,22
"43770","Chile",90,20
"43771","Italy",86,13
"43772","France",86,30
"43773","Italy",86,19
"43774","Italy",86,15
"43775","South Africa",86,10
"43776","US",86,15
"43777","France",86,12
"43778","Argentina",86,13
"43779","US",86,28
"43780","US",86,18
"43781","Italy",86,15
"43782","Argentina",86,18
"43783","US",86,22
"43784","France",86,15
"43785","Portugal",86,NA
"43786","South Africa",86,10
"43787","US",86,30
"43788","Italy",86,15
"43789","Portugal",86,NA
"43790","France",86,NA
"43791","South Africa",86,11
"43792","Italy",86,10
"43793","South Africa",86,10
"43794","Italy",86,15
"43795","US",86,15
"43796","Argentina",86,45
"43797","US",86,24
"43798","France",86,12
"43799","Portugal",86,60
"43800","France",86,10
"43801","Australia",86,20
"43802","France",86,15
"43803","France",86,14
"43804","US",86,35
"43805","Italy",86,16
"43806","US",86,28
"43807","US",86,28
"43808","France",86,17
"43809","France",86,11
"43810","US",86,11
"43811","Italy",86,15
"43812","US",86,8
"43813","Spain",86,11
"43814","US",86,28
"43815","Spain",86,15
"43816","US",86,28
"43817","US",86,10
"43818","France",86,8
"43819","Chile",86,14
"43820","France",86,30
"43821","US",86,22
"43822","Chile",86,11
"43823","Italy",86,NA
"43824","Chile",86,14
"43825","Chile",86,9
"43826","US",86,22
"43827","US",86,40
"43828","Spain",86,11
"43829","US",86,11
"43830","Italy",86,NA
"43831","US",91,29
"43832","US",91,32
"43833","US",91,30
"43834","US",91,50
"43835","US",91,30
"43836","US",91,22
"43837","US",91,45
"43838","Italy",91,50
"43839","US",91,32
"43840","Australia",91,26
"43841","Australia",91,38
"43842","US",91,24
"43843","US",91,98
"43844","Australia",91,25
"43845","Italy",91,NA
"43846","Israel",91,150
"43847","France",91,25
"43848","France",91,13
"43849","US",91,34
"43850","South Africa",91,20
"43851","US",91,24
"43852","US",91,25
"43853","US",91,35
"43854","Italy",91,50
"43855","Italy",91,45
"43856","US",91,25
"43857","US",91,30
"43858","US",91,20
"43859","France",91,22
"43860","US",91,50
"43861","US",91,70
"43862","US",91,20
"43863","US",91,50
"43864","Italy",91,NA
"43865","US",91,60
"43866","Spain",91,25
"43867","Spain",91,23
"43868","France",91,140
"43869","Italy",91,40
"43870","US",91,75
"43871","US",91,38
"43872","US",91,55
"43873","US",90,24
"43874","France",90,18
"43875","US",90,58
"43876","US",90,25
"43877","US",90,22
"43878","US",90,15
"43879","France",90,18
"43880","France",90,27
"43881","New Zealand",90,18
"43882","New Zealand",90,19
"43883","US",90,80
"43884","Italy",90,35
"43885","US",90,38
"43886","US",90,60
"43887","US",90,60
"43888","Italy",90,30
"43889","New Zealand",90,30
"43890","Italy",90,25
"43891","US",86,40
"43892","Spain",86,6
"43893","Italy",86,19
"43894","US",86,13
"43895","Germany",86,26
"43896","Italy",86,13
"43897","Spain",86,10
"43898","US",86,35
"43899","US",86,32
"43900","US",86,40
"43901","Spain",86,16
"43902","Spain",86,15
"43903","New Zealand",86,24
"43904","France",86,NA
"43905","France",85,18
"43906","France",85,14
"43907","France",85,15
"43908","Germany",85,13
"43909","France",85,NA
"43910","Spain",85,15
"43911","Spain",85,37
"43912","US",85,20
"43913","Spain",85,14
"43914","France",85,17
"43915","Australia",85,18
"43916","New Zealand",85,18
"43917","US",85,22
"43918","US",85,36
"43919","Spain",85,14
"43920","US",85,10
"43921","Italy",88,20
"43922","Portugal",88,9
"43923","France",88,NA
"43924","Chile",88,18
"43925","Austria",88,NA
"43926","Portugal",88,15
"43927","Austria",88,NA
"43928","Spain",88,10
"43929","Italy",88,40
"43930","Portugal",88,11
"43931","Chile",88,19
"43932","Italy",88,20
"43933","Italy",88,NA
"43934","US",88,13
"43935","US",88,35
"43936","US",88,19
"43937","Italy",88,20
"43938","Austria",88,14
"43939","Austria",88,15
"43940","Spain",88,18
"43941","Portugal",88,NA
"43942","Austria",88,20
"43943","Portugal",88,20
"43944","France",88,NA
"43945","Austria",88,15
"43946","France",88,NA
"43947","US",88,28
"43948","Italy",88,22
"43949","Portugal",88,32
"43950","US",88,35
"43951","US",89,16
"43952","New Zealand",89,25
"43953","New Zealand",89,48
"43954","Chile",89,19
"43955","Portugal",89,45
"43956","Italy",89,NA
"43957","Chile",89,11
"43958","US",89,32
"43959","New Zealand",89,24
"43960","New Zealand",89,43
"43961","Italy",89,35
"43962","New Zealand",89,18
"43963","France",88,NA
"43964","Portugal",88,NA
"43965","US",88,47
"43966","US",88,32
"43967","Spain",88,25
"43968","France",88,16
"43969","France",88,NA
"43970","Italy",88,22
"43971","Italy",88,11
"43972","France",88,NA
"43973","France",88,NA
"43974","US",88,18
"43975","Italy",88,30
"43976","US",88,80
"43977","US",88,29
"43978","Italy",88,90
"43979","Israel",88,50
"43980","Israel",88,26
"43981","US",92,60
"43982","France",92,49
"43983","Italy",92,45
"43984","US",92,62
"43985","Austria",92,55
"43986","US",92,14
"43987","US",92,54
"43988","Chile",92,40
"43989","US",92,36
"43990","US",92,60
"43991","Italy",92,65
"43992","Italy",92,43
"43993","Chile",92,92
"43994","Italy",92,49
"43995","US",92,55
"43996","US",92,45
"43997","Chile",92,95
"43998","France",92,NA
"43999","Italy",92,87
"44000","France",92,20
"44001","US",92,36
"44002","Chile",92,29
"44003","US",92,50
"44004","Italy",92,65
"44005","US",92,60
"44006","Italy",92,42
"44007","US",92,60
"44008","US",92,75
"44009","France",92,16
"44010","France",92,15
"44011","Australia",87,18
"44012","US",87,20
"44013","US",87,30
"44014","US",87,45
"44015","Italy",87,NA
"44016","US",87,20
"44017","Australia",87,18
"44018","Australia",87,20
"44019","US",87,39
"44020","US",87,35
"44021","Australia",87,20
"44022","US",87,20
"44023","South Africa",87,18
"44024","Argentina",87,16
"44025","US",87,30
"44026","South Africa",87,30
"44027","US",87,22
"44028","France",87,NA
"44029","France",87,NA
"44030","France",87,NA
"44031","Argentina",87,11
"44032","Italy",87,15
"44033","Argentina",87,18
"44034","France",87,NA
"44035","France",87,NA
"44036","Australia",87,11
"44037","US",87,35
"44038","Argentina",87,20
"44039","Italy",87,19
"44040","Italy",87,14
"44041","US",90,50
"44042","France",90,15
"44043","US",90,20
"44044","US",90,55
"44045","US",90,17
"44046","France",90,20
"44047","US",90,52
"44048","US",90,52
"44049","US",90,28
"44050","Italy",90,52
"44051","US",90,13
"44052","US",90,16
"44053","France",90,22
"44054","US",90,45
"44055","Chile",90,28
"44056","US",90,90
"44057","US",90,65
"44058","US",90,16
"44059","US",90,32
"44060","US",90,49
"44061","Italy",90,50
"44062","France",90,40
"44063","Chile",90,19
"44064","France",90,50
"44065","France",90,90
"44066","France",90,25
"44067","France",90,45
"44068","France",90,45
"44069","US",90,38
"44070","US",90,28
"44071","Argentina",86,10
"44072","US",86,28
"44073","Portugal",86,NA
"44074","US",86,25
"44075","Italy",86,13
"44076","US",86,25
"44077","Argentina",86,19
"44078","US",86,14
"44079","Portugal",86,12
"44080","Italy",86,NA
"44081","US",86,24
"44082","Argentina",86,10
"44083","Italy",86,13
"44084","Portugal",86,11
"44085","US",86,16
"44086","US",85,28
"44087","France",85,12
"44088","US",85,10
"44089","France",85,13
"44090","US",85,15
"44091","Italy",85,15
"44092","Argentina",85,13
"44093","US",85,10
"44094","South Africa",85,9
"44095","Italy",85,NA
"44096","Italy",85,13
"44097","Argentina",85,15
"44098","France",85,22
"44099","Italy",85,12
"44100","Italy",85,NA
"44101","Portugal",86,16
"44102","Chile",86,12
"44103","US",86,17
"44104","US",86,40
"44105","US",86,22
"44106","US",86,20
"44107","Spain",86,14
"44108","Portugal",86,10
"44109","Spain",86,19
"44110","France",86,18
"44111","France",86,NA
"44112","Spain",86,10
"44113","US",86,12
"44114","US",86,35
"44115","Portugal",86,NA
"44116","France",86,35
"44117","Italy",86,20
"44118","US",86,26
"44119","Italy",86,NA
"44120","US",86,20
"44121","US",86,17
"44122","Spain",86,18
"44123","Portugal",86,NA
"44124","US",86,8
"44125","Spain",86,10
"44126","US",86,16
"44127","Australia",86,15
