"","country","points"
"29599","US",90
"29600","Italy",90
"29601","Germany",90
"29602","Italy",90
"29603","Argentina",90
"29604","Italy",90
"29605","Germany",90
"29606","Italy",90
"29607","Italy",90
"29608","Italy",90
"29609","Italy",90
"29610","Italy",90
"29611","US",90
"29612","US",90
"29613","US",90
"29614","US",90
"29615","US",90
"29616","Canada",90
"29617","US",90
"29618","US",90
"29619","Austria",90
"29620","US",90
"29621","US",90
"29622","Australia",89
"29623","South Africa",89
"29624","Chile",89
"29625","Australia",89
"29626","US",89
"29627","Chile",89
"29628","Australia",89
"29629","Austria",89
"29630","US",89
"29631","France",89
"29632","US",89
"29633","Chile",89
"29634","Austria",89
"29635","US",89
"29636","Italy",89
"29637","US",89
"29638","Austria",89
"29639","France",89
"29640","Chile",89
"29641","France",87
"29642","Austria",87
"29643","US",87
"29644","US",87
"29645","US",87
"29646","Italy",87
"29647","Spain",87
"29648","US",87
"29649","Austria",87
"29650","US",87
"29651","US",87
"29652","Italy",87
"29653","Italy",87
"29654","Italy",87
"29655","Spain",87
"29656","Italy",87
"29657","Italy",87
"29658","New Zealand",87
"29659","US",87
"29660","Italy",87
"29661","Italy",87
"29662","US",87
"29663","France",87
"29664","France",87
"29665","France",87
"29666","US",87
"29667","Italy",87
"29668","US",87
"29669","Spain",87
"29670","Spain",87
"29671","France",86
"29672","France",86
"29673","US",86
"29674","Italy",86
"29675","France",85
"29676","US",85
"29677","Portugal",85
"29678","US",85
"29679","US",85
"29680","France",85
"29681","US",85
"29682","US",85
"29683","US",85
"29684","France",85
"29685","Italy",85
"29686","US",85
"29687","Portugal",85
"29688","Portugal",85
"29689","Italy",85
"29690","US",85
"29691","US",85
"29692","France",85
"29693","France",85
"29694","Portugal",85
"29695","Portugal",85
"29696","France",85
"29697","France",85
"29698","France",85
"29699","France",85
"29700","Italy",85
"29701","US",88
"29702","US",88
"29703","France",88
"29704","Italy",88
"29705","Italy",88
"29706","Italy",88
"29707","France",88
"29708","France",88
"29709","France",88
"29710","France",88
"29711","France",88
"29712","US",88
"29713","Spain",88
"29714","US",88
"29715","US",88
"29716","US",88
"29717","US",88
"29718","US",88
"29719","US",88
"29720","Italy",88
"29721","Italy",88
"29722","Italy",88
"29723","Spain",88
"29724","US",88
"29725","Spain",88
"29726","Spain",88
"29727","US",88
"29728","France",88
"29729","US",88
"29730","Italy",88
"29731","US",93
"29732","Italy",93
"29733","US",93
"29734","Italy",93
"29735","US",93
"29736","US",93
"29737","US",93
"29738","US",93
"29739","US",93
"29740","US",93
"29741","Italy",93
"29742","US",93
"29743","US",93
"29744","Spain",93
"29745","US",93
"29746","Italy",93
"29747","US",93
"29748","US",93
"29749","France",93
"29750","US",93
"29751","Italy",93
"29752","US",93
"29753","US",93
"29754","US",93
"29755","Spain",93
"29756","Italy",93
"29757","Italy",93
"29758","US",93
"29759","US",93
"29760","US",93
"29761","Austria",93
"29762","Argentina",93
"29763","Austria",93
"29764","US",93
"29765","Austria",93
"29766","US",93
"29767","Austria",93
"29768","Australia",93
"29769","Australia",93
"29770","France",93
"29771","France",93
"29772","France",93
"29773","France",93
"29774","France",93
"29775","US",93
"29776","Austria",93
"29777","Austria",93
"29778","US",93
"29779","US",93
"29780","US",93
"29781","Australia",92
"29782","Germany",92
"29783","Australia",92
"29784","Australia",92
"29785","Australia",92
"29786","Germany",92
"29787","US",92
"29788","Argentina",92
"29789","US",92
"29790","Austria",92
"29791","US",85
"29792","Italy",85
"29793","France",85
"29794","Spain",85
"29795","Italy",85
"29796","Italy",85
"29797","Italy",85
"29798","Italy",85
"29799","Italy",85
"29800","US",85
"29801","US",85
"29802","US",85
"29803","US",85
"29804","Argentina",85
"29805","Italy",85
"29806","France",85
"29807","US",85
"29808","US",85
"29809","Italy",85
"29810","Portugal",85
"29811","Italy",85
"29812","Italy",85
"29813","Argentina",85
"29814","France",85
"29815","Italy",85
"29816","US",85
"29817","US",85
"29818","Italy",85
"29819","Italy",85
"29820","Italy",85
"29821","US",94
"29822","Italy",94
"29823","France",94
"29824","US",94
"29825","US",94
"29826","France",94
"29827","US",94
"29828","US",94
"29829","France",94
"29830","US",94
"29831","Italy",94
"29832","US",94
"29833","Italy",94
"29834","US",94
"29835","France",94
"29836","US",94
"29837","France",93
"29838","France",93
"29839","France",93
"29840","France",93
"29841","US",93
"29842","US",93
"29843","Italy",93
"29844","New Zealand",93
"29845","US",93
"29846","Italy",93
"29847","US",93
"29848","Italy",93
"29849","France",93
"29850","US",93
"29851","Italy",88
"29852","US",88
"29853","US",88
"29854","US",88
"29855","US",88
"29856","US",88
"29857","US",88
"29858","US",88
"29859","US",88
"29860","US",88
"29861","US",88
"29862","France",88
"29863","US",88
"29864","US",88
"29865","France",88
"29866","France",88
"29867","France",88
"29868","Italy",88
"29869","US",88
"29870","US",88
"29871","US",88
"29872","US",88
"29873","US",88
"29874","US",88
"29875","Italy",88
"29876","US",88
"29877","Italy",88
"29878","US",88
"29879","Italy",88
"29880","US",88
"29881","France",90
"29882","US",90
"29883","France",90
"29884","US",90
"29885","US",90
"29886","US",90
"29887","US",90
"29888","Israel",90
"29889","Germany",90
"29890","Germany",90
"29891","Germany",90
"29892","Germany",90
"29893","US",90
"29894","France",90
"29895","US",90
"29896","Portugal",90
"29897","Italy",90
"29898","Italy",90
"29899","Italy",90
"29900","Germany",90
"29901","France",90
"29902","Italy",90
"29903","Italy",90
"29904","US",90
"29905","US",90
"29906","Italy",90
"29907","US",90
"29908","Italy",90
"29909","US",90
"29910","US",90
"29911","US",89
"29912","Chile",89
"29913","Austria",89
"29914","Chile",89
"29915","Italy",89
"29916","US",89
"29917","Italy",89
"29918","US",89
"29919","Italy",89
"29920","Italy",89
"29921","US",89
"29922","US",89
"29923","Austria",89
"29924","US",89
"29925","Italy",89
"29926","Italy",89
"29927","Austria",89
"29928","US",89
"29929","US",89
"29930","US",89
"29931","Chile",89
"29932","US",89
"29933","Chile",89
"29934","US",89
"29935","US",89
"29936","US",89
"29937","US",89
"29938","US",89
"29939","US",89
"29940","Chile",89
"29941","France",87
"29942","France",87
"29943","France",87
"29944","France",87
"29945","France",87
"29946","Italy",87
"29947","Italy",87
"29948","France",87
"29949","Spain",87
"29950","US",87
"29951","Italy",87
"29952","US",87
"29953","New Zealand",87
"29954","US",87
"29955","Spain",87
"29956","US",87
"29957","Italy",87
"29958","US",87
"29959","Italy",87
"29960","Austria",87
"29961","US",87
"29962","Italy",87
"29963","France",87
"29964","US",87
"29965","US",87
"29966","US",87
"29967","US",87
"29968","New Zealand",87
"29969","US",87
"29970","France",87
"29971","Portugal",85
"29972","France",85
"29973","US",85
"29974","France",85
"29975","US",85
"29976","Chile",85
"29977","US",85
"29978","Italy",85
"29979","US",85
"29980","Italy",85
"29981","Chile",85
"29982","Italy",85
"29983","Portugal",85
"29984","France",85
"29985","France",85
"29986","France",85
"29987","France",85
"29988","France",85
"29989","France",85
"29990","Chile",85
"29991","US",85
"29992","US",85
"29993","France",85
"29994","US",85
"29995","Italy",85
"29996","Portugal",85
"29997","Italy",85
"29998","Chile",85
"29999","France",85
"30000","Portugal",85
"30001","Germany",90
"30002","France",90
"30003","Italy",90
"30004","Italy",90
"30005","US",90
"30006","US",90
"30007","Italy",90
"30008","US",90
"30009","Italy",90
"30010","US",90
"30011","France",90
"30012","Italy",90
"30013","Italy",90
"30014","Italy",90
"30015","Italy",90
"30016","Australia",90
"30017","France",90
"30018","US",90
"30019","Israel",90
"30020","Germany",90
"30021","Germany",90
"30022","US",90
"30023","Italy",90
"30024","Israel",90
"30025","US",90
"30026","France",90
"30027","Portugal",90
"30028","France",90
"30029","Portugal",90
"30030","Italy",90
"30031","Italy",93
"30032","Italy",93
"30033","France",92
"30034","Spain",92
"30035","Italy",92
"30036","Spain",92
"30037","Italy",92
"30038","US",92
"30039","US",92
"30040","Italy",92
"30041","US",92
"30042","US",92
"30043","US",92
"30044","Chile",92
"30045","US",92
"30046","US",92
"30047","Italy",92
"30048","France",92
"30049","France",92
"30050","Italy",92
"30051","US",92
"30052","Italy",92
"30053","US",92
"30054","France",92
"30055","Spain",92
"30056","France",92
"30057","US",92
"30058","France",92
"30059","US",92
"30060","US",92
"30061","US",88
"30062","Italy",88
"30063","Italy",88
"30064","France",88
"30065","Italy",88
"30066","Italy",88
"30067","US",88
"30068","US",88
"30069","US",88
"30070","France",88
"30071","France",88
"30072","US",88
"30073","US",88
"30074","US",88
"30075","France",88
"30076","France",88
"30077","Italy",88
"30078","US",88
"30079","France",88
"30080","US",88
"30081","US",88
"30082","US",88
"30083","US",88
"30084","US",88
"30085","Greece",88
"30086","Spain",88
"30087","US",88
"30088","France",88
"30089","France",88
"30090","Italy",88
"30091","Austria",92
"30092","Italy",92
"30093","US",92
"30094","Argentina",92
"30095","Italy",92
"30096","France",92
"30097","France",92
"30098","France",92
"30099","France",92
"30100","US",92
"30101","US",92
"30102","Austria",92
"30103","US",92
"30104","Austria",92
"30105","US",92
"30106","Spain",92
"30107","Australia",92
"30108","Germany",92
"30109","Germany",92
"30110","Germany",92
"30111","US",92
"30112","France",92
"30113","Austria",92
"30114","Austria",92
"30115","France",92
"30116","Austria",92
"30117","Spain",92
"30118","US",92
"30119","Italy",92
"30120","Argentina",92
"30121","US",85
"30122","US",85
"30123","US",85
"30124","US",85
"30125","US",85
"30126","US",85
"30127","Italy",85
"30128","Italy",85
"30129","Italy",85
"30130","Italy",85
"30131","Italy",85
"30132","Spain",85
"30133","France",85
"30134","Italy",85
"30135","Argentina",85
"30136","US",85
"30137","Italy",85
"30138","Italy",85
"30139","Italy",85
"30140","US",85
"30141","Argentina",85
"30142","Italy",85
"30143","Italy",85
"30144","Italy",85
"30145","US",85
"30146","Portugal",85
"30147","US",85
"30148","US",85
"30149","France",85
"30150","US",85
"30151","France",93
"30152","US",93
"30153","France",93
"30154","Italy",93
"30155","US",93
"30156","US",93
"30157","Italy",93
"30158","France",93
"30159","France",93
"30160","US",93
"30161","US",93
"30162","Italy",93
"30163","France",93
"30164","France",93
"30165","France",93
"30166","Italy",93
"30167","France",93
"30168","France",93
"30169","France",93
"30170","US",93
"30171","France",93
"30172","France",93
"30173","Italy",93
"30174","US",93
"30175","France",93
"30176","US",93
"30177","France",93
"30178","US",93
"30179","US",93
"30180","France",93
"30181","Spain",88
"30182","France",88
"30183","France",88
"30184","Italy",88
"30185","US",88
"30186","US",88
"30187","US",88
"30188","Italy",88
"30189","Austria",88
"30190","Italy",88
"30191","US",88
"30192","US",88
"30193","US",88
"30194","France",88
"30195","US",88
"30196","Italy",88
"30197","Portugal",88
"30198","US",88
"30199","US",88
"30200","Italy",88
"30201","France",88
"30202","US",88
"30203","Austria",88
"30204","France",88
"30205","France",88
"30206","France",88
"30207","US",88
"30208","France",88
"30209","US",88
"30210","France",88
"30211","France",87
"30212","Spain",87
"30213","US",87
"30214","Italy",87
"30215","US",87
"30216","New Zealand",87
"30217","France",87
"30218","US",87
"30219","Spain",86
"30220","New Zealand",86
"30221","US",86
"30222","US",86
"30223","France",86
"30224","Austria",86
"30225","US",86
"30226","Italy",86
"30227","US",86
"30228","Austria",86
"30229","US",86
"30230","US",86
"30231","Spain",86
"30232","US",86
"30233","Italy",86
"30234","US",86
"30235","Italy",86
"30236","Italy",86
"30237","Spain",86
"30238","Italy",86
"30239","Italy",86
"30240","France",86
"30241","Chile",85
"30242","US",85
"30243","France",85
"30244","Portugal",85
"30245","Portugal",85
"30246","Portugal",85
"30247","France",85
"30248","France",85
"30249","US",85
"30250","US",85
"30251","US",85
"30252","Portugal",85
"30253","Italy",85
"30254","France",85
"30255","France",85
"30256","France",85
"30257","US",85
"30258","US",85
"30259","Chile",85
"30260","US",85
"30261","Portugal",85
"30262","France",85
"30263","US",85
"30264","Italy",85
"30265","Portugal",85
"30266","France",85
"30267","Portugal",85
"30268","Portugal",85
"30269","Portugal",85
"30270","France",85
"30271","Germany",90
"30272","Italy",90
"30273","US",90
"30274","US",90
"30275","US",90
"30276","Portugal",90
"30277","Portugal",90
"30278","US",90
"30279","US",90
"30280","US",90
"30281","US",90
"30282","Israel",90
"30283","Germany",90
"30284","US",90
"30285","Portugal",90
"30286","US",90
"30287","Israel",90
"30288","Italy",90
"30289","US",90
"30290","US",90
"30291","US",90
"30292","Spain",90
"30293","Spain",90
"30294","US",90
"30295","US",90
"30296","Italy",90
"30297","Italy",90
"30298","Italy",90
"30299","Argentina",90
"30300","Spain",89
"30301","Austria",89
"30302","US",89
"30303","France",89
"30304","Italy",89
"30305","France",89
"30306","Austria",89
"30307","US",89
"30308","US",89
"30309","Austria",89
"30310","Italy",89
"30311","US",89
"30312","Italy",89
"30313","Australia",89
"30314","US",89
"30315","US",89
"30316","Austria",89
"30317","Canada",89
"30318","Chile",89
"30319","Italy",89
"30320","US",89
"30321","Austria",89
"30322","France",89
"30323","Austria",89
"30324","US",89
"30325","US",89
"30326","US",89
"30327","France",89
"30328","Austria",89
"30329","US",89
"30330","US",89
"30331","US",92
"30332","US",92
"30333","US",92
"30334","US",92
"30335","US",92
"30336","US",92
"30337","US",92
"30338","France",92
"30339","US",92
"30340","US",92
"30341","Italy",92
"30342","US",92
"30343","US",92
"30344","US",92
"30345","US",92
"30346","US",92
"30347","US",92
"30348","US",92
"30349","US",92
"30350","Spain",92
"30351","Italy",92
"30352","US",92
"30353","US",92
"30354","France",92
"30355","France",92
"30356","US",92
"30357","US",92
"30358","US",92
"30359","England",92
"30360","US",92
"30361","US",88
"30362","Italy",88
"30363","US",88
"30364","US",88
"30365","Greece",88
"30366","France",88
"30367","Turkey",88
"30368","US",88
"30369","US",88
"30370","US",88
"30371","US",88
"30372","Italy",88
"30373","US",88
"30374","US",88
"30375","US",88
"30376","Italy",88
"30377","US",88
"30378","US",88
"30379","US",88
"30380","Italy",88
"30381","Italy",88
"30382","US",88
"30383","Italy",88
"30384","US",88
"30385","US",88
"30386","France",88
"30387","Greece",88
"30388","France",88
"30389","France",88
"30390","France",88
"30391","Argentina",92
"30392","US",92
"30393","US",92
"30394","Austria",92
"30395","Australia",92
"30396","Germany",92
"30397","Germany",92
"30398","US",92
"30399","Germany",92
"30400","Australia",92
"30401","Australia",92
"30402","Australia",92
"30403","US",92
"30404","US",92
"30405","US",92
"30406","US",92
"30407","Argentina",92
"30408","US",92
"30409","France",92
"30410","France",92
"30411","Germany",92
"30412","France",92
"30413","France",92
"30414","US",92
"30415","US",92
"30416","US",92
"30417","US",92
"30418","US",92
"30419","US",92
"30420","US",92
"30421","Italy",85
"30422","US",85
"30423","US",85
"30424","US",85
"30425","US",85
"30426","Spain",85
"30427","Italy",85
"30428","US",85
"30429","Portugal",85
"30430","Portugal",85
"30431","US",85
"30432","US",85
"30433","Italy",85
"30434","Mexico",85
"30435","France",85
"30436","US",85
"30437","Mexico",85
"30438","Argentina",85
"30439","France",85
"30440","US",85
"30441","Italy",85
"30442","Spain",85
"30443","US",85
"30444","US",85
"30445","Italy",85
"30446","Spain",85
"30447","Italy",85
"30448","Italy",85
"30449","US",85
"30450","Italy",85
"30451","Portugal",93
"30452","US",93
"30453","US",93
"30454","US",93
"30455","Italy",93
"30456","Italy",93
"30457","France",93
"30458","France",93
"30459","France",93
"30460","Italy",93
"30461","US",93
"30462","France",93
"30463","US",93
"30464","France",93
"30465","US",93
"30466","US",93
"30467","US",93
"30468","Italy",93
"30469","US",93
"30470","US",93
"30471","US",93
"30472","US",93
"30473","US",93
"30474","Italy",93
"30475","France",93
"30476","France",93
"30477","US",93
"30478","Italy",93
"30479","US",93
"30480","Italy",93
"30481","Portugal",88
"30482","US",88
"30483","US",88
"30484","US",88
"30485","Portugal",88
"30486","US",88
"30487","Italy",88
"30488","US",88
"30489","US",88
"30490","US",88
"30491","France",88
"30492","Spain",88
"30493","Argentina",88
"30494","France",88
"30495","US",88
"30496","Italy",88
"30497","France",88
"30498","US",88
"30499","US",88
"30500","France",88
"30501","US",88
"30502","Italy",88
"30503","Spain",88
"30504","Italy",88
"30505","Italy",88
"30506","France",88
"30507","US",88
"30508","France",88
"30509","France",88
"30510","France",88
"30511","Italy",86
"30512","France",86
"30513","France",86
"30514","US",86
"30515","France",86
"30516","Spain",86
"30517","France",86
"30518","US",86
"30519","US",86
"30520","France",86
"30521","France",86
"30522","France",86
"30523","France",86
"30524","US",86
"30525","France",86
"30526","Spain",86
"30527","Italy",86
"30528","Israel",86
"30529","US",86
"30530","US",86
"30531","US",86
"30532","US",86
"30533","France",86
"30534","Italy",86
"30535","Italy",86
"30536","US",86
"30537","US",86
"30538","Italy",86
"30539","US",86
"30540","Italy",86
"30541","Spain",89
"30542","Germany",89
"30543","Italy",89
"30544","Australia",89
"30545","Italy",89
"30546","Spain",89
"30547","Argentina",89
"30548","Italy",89
"30549","Italy",89
"30550","US",89
"30551","Germany",89
"30552","US",89
"30553","US",89
"30554","Italy",89
"30555","France",89
"30556","Germany",89
"30557","Germany",89
"30558","US",89
"30559","US",89
"30560","France",89
"30561","Italy",89
"30562","Portugal",89
"30563","Australia",89
"30564","US",89
"30565","Italy",89
"30566","Italy",89
"30567","US",89
"30568","Spain",89
"30569","US",89
"30570","Italy",89
"30571","France",85
"30572","France",85
"30573","Italy",85
"30574","US",85
"30575","Italy",85
"30576","US",85
"30577","US",85
"30578","France",84
"30579","France",84
"30580","US",84
"30581","US",84
"30582","US",84
"30583","Chile",84
"30584","US",84
"30585","Portugal",84
"30586","France",84
"30587","Chile",84
"30588","US",84
"30589","Chile",84
"30590","US",84
"30591","France",84
"30592","US",84
"30593","US",84
"30594","US",84
"30595","US",84
"30596","Chile",84
"30597","Portugal",84
"30598","Chile",84
"30599","France",84
"30600","US",84
"30601","Italy",89
"30602","Italy",89
"30603","Australia",89
"30604","US",89
"30605","US",89
"30606","US",89
"30607","Chile",89
"30608","Austria",89
"30609","US",89
"30610","US",89
"30611","Italy",89
"30612","South Africa",89
"30613","Austria",89
"30614","US",89
"30615","US",89
"30616","US",89
"30617","Chile",89
"30618","US",89
"30619","Italy",89
"30620","Italy",89
"30621","Italy",89
"30622","US",89
"30623","Austria",89
"30624","US",89
"30625","US",89
"30626","Italy",89
"30627","Canada",89
"30628","US",89
"30629","US",89
"30630","US",89
"30631","France",88
"30632","Italy",88
"30633","US",88
"30634","Italy",88
"30635","US",88
"30636","US",88
"30637","US",88
"30638","US",88
"30639","France",88
"30640","US",88
"30641","US",88
"30642","US",88
"30643","US",88
"30644","US",88
"30645","US",88
"30646","US",88
"30647","US",88
"30648","Italy",88
"30649","US",88
"30650","France",88
"30651","France",88
"30652","France",88
"30653","France",88
"30654","France",88
"30655","US",88
"30656","France",88
"30657","US",88
"30658","Italy",88
"30659","Spain",88
"30660","Italy",88
"30661","US",92
"30662","US",92
"30663","US",92
"30664","US",92
"30665","US",92
"30666","France",92
"30667","US",92
"30668","US",92
"30669","US",92
"30670","US",92
"30671","US",92
"30672","France",92
"30673","US",92
"30674","US",92
"30675","US",92
"30676","Spain",92
"30677","US",92
"30678","Spain",92
"30679","US",92
"30680","US",92
"30681","Italy",92
"30682","US",92
"30683","US",92
"30684","US",92
"30685","US",92
"30686","US",92
"30687","US",92
"30688","US",92
"30689","Italy",92
"30690","Italy",92
"30691","US",92
"30692","US",92
"30693","US",92
"30694","Austria",92
"30695","US",92
"30696","US",92
"30697","Italy",92
"30698","Australia",92
"30699","Australia",92
"30700","Australia",92
"30701","Australia",92
"30702","Germany",92
"30703","France",92
"30704","US",92
"30705","US",92
"30706","US",92
"30707","France",92
"30708","Italy",92
"30709","Austria",92
"30710","US",92
"30711","US",92
"30712","Austria",92
"30713","US",92
"30714","US",92
"30715","US",92
"30716","Argentina",92
"30717","Austria",92
"30718","US",92
"30719","Australia",91
"30720","Australia",91
"30721","US",85
"30722","Italy",85
"30723","US",85
"30724","US",85
"30725","US",85
"30726","Italy",85
"30727","Italy",84
"30728","US",84
"30729","US",84
"30730","US",84
"30731","US",84
"30732","Portugal",84
"30733","US",84
"30734","US",84
"30735","US",84
"30736","Italy",84
"30737","Portugal",84
"30738","Italy",84
"30739","Italy",84
"30740","Italy",84
"30741","US",84
"30742","Italy",84
"30743","Italy",84
"30744","Italy",84
"30745","Spain",84
"30746","Italy",84
"30747","Italy",84
"30748","Italy",84
"30749","US",84
"30750","Spain",84
"30751","Italy",92
"30752","France",92
"30753","France",92
"30754","France",92
"30755","US",92
"30756","Italy",92
"30757","Italy",92
"30758","Italy",92
"30759","France",92
"30760","US",92
"30761","US",92
"30762","US",92
"30763","France",92
"30764","France",92
"30765","Italy",92
"30766","Italy",92
"30767","US",92
"30768","Italy",92
"30769","US",92
"30770","Italy",92
"30771","Italy",92
"30772","Italy",92
"30773","US",92
"30774","Georgia",92
"30775","France",92
"30776","US",92
"30777","US",92
"30778","Italy",92
"30779","US",92
"30780","Israel",92
"30781","France",88
"30782","France",88
"30783","France",88
"30784","Italy",88
"30785","France",88
"30786","Italy",88
"30787","Spain",88
"30788","US",88
"30789","US",88
"30790","Argentina",88
"30791","US",88
"30792","France",88
"30793","US",88
"30794","France",88
"30795","US",88
"30796","France",88
"30797","US",88
"30798","Italy",88
"30799","US",88
"30800","Portugal",88
"30801","Spain",88
"30802","US",88
"30803","US",88
"30804","US",88
"30805","US",88
"30806","US",88
"30807","France",88
"30808","France",88
"30809","Italy",88
"30810","Italy",88
"30811","New Zealand",86
"30812","Italy",86
"30813","New Zealand",86
"30814","Italy",86
"30815","Italy",86
"30816","Spain",86
"30817","Spain",86
"30818","France",86
"30819","France",86
"30820","France",86
"30821","US",86
"30822","US",86
"30823","France",86
"30824","US",86
"30825","France",86
"30826","US",86
"30827","Italy",86
"30828","US",86
"30829","US",86
"30830","US",86
"30831","US",86
"30832","US",86
"30833","Italy",86
"30834","US",86
"30835","US",86
"30836","US",86
"30837","France",86
"30838","Spain",86
"30839","US",86
"30840","France",86
"30841","Italy",89
"30842","Australia",89
"30843","US",89
"30844","US",89
"30845","US",89
"30846","US",89
"30847","US",89
"30848","South Africa",89
"30849","Chile",89
"30850","South Africa",89
"30851","France",89
"30852","Chile",89
"30853","US",89
"30854","France",89
"30855","US",89
"30856","Italy",89
"30857","US",89
"30858","Chile",89
"30859","Italy",89
"30860","US",89
"30861","France",89
"30862","Austria",89
"30863","US",89
"30864","US",89
"30865","US",89
"30866","Italy",89
"30867","Austria",89
"30868","Italy",89
"30869","US",89
"30870","Australia",89
"30871","Portugal",89
"30872","Germany",89
"30873","US",89
"30874","Italy",89
"30875","Portugal",89
"30876","US",89
"30877","Germany",89
"30878","Germany",89
"30879","Spain",89
"30880","France",89
"30881","Italy",89
"30882","Spain",89
"30883","Spain",89
"30884","Israel",89
"30885","Italy",89
"30886","Portugal",89
"30887","Israel",89
"30888","Italy",89
"30889","Italy",89
"30890","Italy",89
"30891","US",89
"30892","Germany",89
"30893","US",89
"30894","US",89
"30895","France",89
"30896","Spain",89
"30897","Argentina",89
"30898","US",89
"30899","Italy",89
"30900","Italy",89
"30901","US",84
"30902","Italy",84
"30903","Portugal",84
"30904","France",84
"30905","France",84
"30906","Chile",84
"30907","US",84
"30908","US",84
"30909","US",84
"30910","Portugal",84
"30911","US",84
"30912","US",84
"30913","US",84
"30914","France",84
"30915","US",84
"30916","France",84
"30917","US",84
"30918","US",84
"30919","US",84
"30920","Italy",84
"30921","US",84
"30922","US",84
"30923","US",84
"30924","France",84
"30925","US",84
"30926","US",84
"30927","France",84
"30928","US",84
"30929","US",84
"30930","Portugal",84
"30931","Italy",88
"30932","Italy",88
"30933","France",88
"30934","US",88
"30935","France",88
"30936","US",88
"30937","Spain",88
"30938","US",88
"30939","Greece",88
"30940","US",88
"30941","Israel",88
"30942","France",88
"30943","US",88
"30944","US",88
"30945","US",88
"30946","US",88
"30947","Italy",88
"30948","US",88
"30949","Italy",88
"30950","US",88
"30951","US",88
"30952","US",88
"30953","Italy",88
"30954","Spain",88
"30955","US",88
"30956","Greece",88
"30957","France",88
"30958","US",88
"30959","US",88
"30960","France",88
"30961","US",92
"30962","France",92
"30963","France",92
"30964","US",92
"30965","US",92
"30966","US",92
"30967","US",92
"30968","Spain",92
"30969","US",92
"30970","US",92
"30971","England",92
"30972","France",92
"30973","US",92
"30974","Italy",92
"30975","US",92
"30976","Italy",92
"30977","US",92
"30978","US",92
"30979","US",92
"30980","US",92
"30981","Spain",92
"30982","US",92
"30983","US",92
"30984","Spain",92
"30985","France",92
"30986","Spain",92
"30987","Italy",92
"30988","Spain",91
"30989","Spain",91
"30990","Italy",91
"30991","Spain",91
"30992","Australia",91
"30993","Spain",91
"30994","France",91
"30995","France",91
"30996","France",91
"30997","Austria",91
"30998","US",91
"30999","US",91
"31000","France",91
"31001","US",91
"31002","Austria",91
"31003","US",91
"31004","US",91
"31005","US",91
"31006","Germany",91
"31007","US",91
"31008","Argentina",91
"31009","Austria",91
"31010","Germany",91
"31011","US",91
"31012","US",91
"31013","US",91
"31014","France",91
"31015","France",91
"31016","France",91
"31017","France",91
"31018","France",91
"31019","France",91
"31020","France",91
"31021","US",84
"31022","US",84
"31023","US",84
"31024","Mexico",84
"31025","Italy",84
"31026","US",84
"31027","US",84
"31028","Italy",84
"31029","Italy",84
"31030","Portugal",84
"31031","Italy",84
"31032","Italy",84
"31033","Argentina",84
"31034","Italy",84
"31035","US",84
"31036","US",84
"31037","Argentina",84
"31038","Spain",84
"31039","Portugal",84
"31040","Italy",84
"31041","Italy",84
"31042","Italy",84
"31043","US",84
"31044","Italy",84
"31045","Mexico",84
"31046","Portugal",84
"31047","Italy",84
"31048","Italy",84
"31049","Portugal",84
"31050","Portugal",84
"31051","US",92
"31052","US",92
"31053","France",92
"31054","Portugal",92
"31055","Italy",92
"31056","France",92
"31057","Italy",92
"31058","US",92
"31059","Israel",92
"31060","Italy",92
"31061","Italy",92
"31062","New Zealand",92
"31063","Slovenia",92
"31064","US",92
"31065","France",92
"31066","France",92
"31067","France",92
"31068","US",92
"31069","Italy",92
"31070","France",92
"31071","US",92
"31072","Italy",92
"31073","US",92
"31074","France",92
"31075","France",92
"31076","Italy",92
"31077","US",92
"31078","US",92
"31079","US",92
"31080","Italy",92
"31081","France",88
"31082","France",88
"31083","Italy",88
"31084","France",88
"31085","US",88
"31086","France",87
"31087","Italy",87
"31088","Italy",87
"31089","US",87
"31090","France",87
"31091","Italy",87
"31092","Spain",87
"31093","US",87
"31094","US",87
"31095","France",87
"31096","US",87
"31097","Portugal",87
"31098","US",87
"31099","US",87
"31100","US",87
"31101","US",87
"31102","Italy",87
"31103","Italy",87
"31104","Italy",87
"31105","France",87
"31106","Italy",87
"31107","US",87
"31108","Italy",87
"31109","Portugal",87
"31110","Italy",87
"31111","Italy",86
"31112","Spain",86
"31113","Italy",86
"31114","France",86
"31115","US",86
"31116","US",86
"31117","Spain",86
"31118","France",86
"31119","US",86
"31120","US",86
"31121","Italy",86
"31122","US",86
"31123","US",86
"31124","US",86
"31125","US",86
"31126","New Zealand",86
"31127","Italy",86
"31128","Spain",86
"31129","Italy",86
"31130","Italy",86
"31131","New Zealand",86
"31132","France",86
"31133","France",86
"31134","France",86
"31135","France",86
"31136","France",86
"31137","US",86
"31138","Italy",86
"31139","Italy",86
"31140","France",86
"31141","Australia",89
"31142","Australia",89
"31143","Australia",89
"31144","Australia",89
"31145","Chile",89
"31146","South Africa",89
"31147","US",89
"31148","Chile",89
"31149","US",89
"31150","Australia",89
"31151","France",89
"31152","France",89
"31153","Italy",89
"31154","Austria",89
"31155","Austria",89
"31156","Austria",89
"31157","Chile",89
"31158","Austria",89
"31159","US",89
"31160","Italy",89
"31161","Austria",89
"31162","Canada",89
"31163","Austria",89
"31164","France",89
"31165","US",89
"31166","Italy",89
"31167","US",89
"31168","Australia",89
"31169","US",89
"31170","Austria",89
"31171","US",89
